car_name,carisyou_url,aws_url,브랜드,국산/수입,가격,연비,연료,차급,외형,등급명,판매여부,출시일,단종일,승차정원,최고속도,배기량,엔진형식,구동방식,연비등급,price_int,price_int_low,price_int_high,displacement_int,fuel_efficiency_int,fuel_efficiency_int_low,fuel_efficiency_int_high
2018 캐딜락 CTS-V(3세대),http://file.carisyou.com/upload/2018/03/13/FILE_201803130310210540.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3188.jpg,캐딜락,수입,"1억1,560~1억2,137만원",6.7km/ℓ,가솔린,중형,세단,6.2,단종,2018-03-01,2018-12-31,5명,322km/h,"6,162cc",V8슈퍼차저,FR,5등급,"115600000, 121370000",115600000,121370000,6162,6.7,6.7,6.7
2018 캐딜락 XT5,http://file.carisyou.com/upload/2018/03/13/FILE_201803130407249740.PNG,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3189.jpg,캐딜락,수입,"6,605~7,393만원",8.9km/ℓ,가솔린,중형,SUV,프리미엄플러스,단종,2018-03-01,2018-12-31,5명,0km/h,"3,649cc",V6,4WD,5등급,"66050000, 73930000",66050000,73930000,3649,8.9,8.9,8.9
2018 캐딜락 에스컬레이드(4세대),http://file.carisyou.com/upload/2018/06/20/FILE_201806200324074810.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3190.jpg,캐딜락,수입,"1억2,833~1억3,099만원",6.9km/ℓ,가솔린,대형,SUV,V8,단종,2018-03-01,2019-01-31,7명,0km/h,"6,162cc",V8,4WD,5등급,"128330000, 130990000",128330000,130990000,6162,6.9,6.9,6.9
2018 현대 쏘나타 뉴 라이즈,http://file.carisyou.com/upload/2018/09/19/FILE_201809191042113220.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3191.jpg,현대,국산,"1,680~3,233만원",9.4~16.1km/ℓ,"가솔린,디젤,엘피지",중형,세단,2.0CVVL스타일,단종,2018-03-14,2019-03-20,5명,0km/h,"1,999cc",2.0CVVL,FF,3등급,"16800000, 32330000",16800000,32330000,1999,"9.4, 16.1",9.4,16.1
2018 현대 쏘나타 뉴 라이즈 하이브리드,http://file.carisyou.com/upload/2018/09/19/FILE_201809191045086630.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3192.jpg,현대,국산,"2,854~3,299만원",17.4~18.0km/ℓ,가솔린/하이브리드,중형,세단,스마트,단종,2018-03-14,2019-05-15,5명,0km/h,"1,999cc",2.0GDI,FF,1등급,"28540000, 32990000",28540000,32990000,1999,"17.4, 18.0",17.4,18.0
2018 현대 쏘나타 뉴 라이즈 플러그인,http://file.carisyou.com/upload/2018/09/19/FILE_201809191047363020.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3193.jpg,현대,국산,"3,885~4,205만원",17.1km/ℓ,가솔린/하이브리드,중형,세단,프리미엄,단종,2018-03-14,2019-05-15,5명,0km/h,"1,999cc",2.0GDI,FF,1등급,"38850000, 42050000",38850000,42050000,1999,17.1,17.1,17.1
2018 인피니티 QX60,http://file.carisyou.com/upload/2018/03/15/FILE_201803150215210820.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3194.jpg,인피니티,수입,"5,920~6,900만원",8.3~10.5km/ℓ,"가솔린,가솔린/하이브리드",준대형,SUV,3.5CVT,시판,2018-03-15,,7명,0km/h,"3,498cc",V6,FF,5등급,"59200000, 69000000",59200000,69000000,3498,"8.3, 10.5",8.3,10.5
2018 토요타 시에나(3세대),http://file.carisyou.com/upload/2018/03/16/FILE_201803160317098230.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3195.jpg,토요타,수입,"5,446~5,723만원",8.2~8.6km/ℓ,가솔린,대형,RV,3.5리미티드2WD,시판,2018-03-19,,7명,-km/h,"3,456cc",V6,FF,5등급,"54460000, 57230000",54460000,57230000,3456,"8.2, 8.6",8.2,8.6
2018 볼보 V90 크로스 컨트리,http://file.carisyou.com/upload/2018/03/19/FILE_201803191053083850.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3196.jpg,볼보,수입,"6,770~7,690만원",10.9~13.3km/ℓ,"가솔린,디젤",중형,왜건,T5AWD,단종,2018-03-19,2018-06-30,5명,-km/h,"1,969cc",직렬4기통,4WD,4등급,"67700000, 76900000",67700000,76900000,1969,"10.9, 13.3",10.9,13.3
2018 기아 K9(RJ),http://file.carisyou.com/upload/2018/04/03/FILE_201804030126356050.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3197.jpg,기아,국산,"5,389~9,159만원",7.5~9.0km/ℓ,가솔린,대형,세단,3.8GDI플래티넘I,단종,2018-04-03,2019-04-14,5명,-km/h,"3,778cc",V63.8GDI,FR,5등급,"53890000, 91590000",53890000,91590000,3778,"7.5, 9.0",7.5,9.0
2018 포드 머스탱(6세대),https://file.carisyou.com/upload/2018/03/20/FILE_201803200302568300.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3198.jpg,포드,수입,"4,740~6,840만원",7.5~9.4km/ℓ,가솔린,중형,쿠페,2.3L에코부스트쿠페,단종,2018-04-04,2018-09-30,4명,-km/h,"2,261cc",2.3LGTDi,FR,4등급,"47400000, 68400000",47400000,68400000,2261,"7.5, 9.4",7.5,9.4
2018 현대 아이오닉 하이브리드,http://file.carisyou.com/upload/2018/03/22/FILE_201803221039153900.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3199.jpg,현대,국산,"2,200~2,608만원",22.4km/ℓ,가솔린/하이브리드,준중형,해치백,I,단종,2018-03-22,2019-01-16,5명,0km/h,"1,580cc",1.6GDi,FF,1등급,"22000000, 26080000",22000000,26080000,1580,22.4,22.4,22.4
2018 현대 아이오닉 플러그인,http://file.carisyou.com/upload/2018/03/22/FILE_201803221125440950.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3200.jpg,현대,국산,"3,183~3,360만원",21.1km/ℓ,가솔린/하이브리드,준중형,해치백,N,단종,2017-02-27,2019-01-16,5명,0km/h,"1,580cc",1.6GDi,FF,1등급,"31830000, 33600000",31830000,33600000,1580,21.1,21.1,21.1
2018 벤츠 AMG GT,http://file.carisyou.com/upload/2018/03/22/FILE_201803220318109820.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3201.jpg,벤츠,수입,"1억7,150~2억1,000만원",7.3km/ℓ,가솔린,중형,쿠페,GT,단종,2018-03-22,2019-03-31,2명,304km/h,"3,982cc",V8트윈터보,FR,5등급,"171500000, 210000000",171500000,210000000,3982,7.3,7.3,7.3
2018 아우디 A6(7세대),http://file.carisyou.com/upload/2018/03/26/FILE_201803261056268300.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3202.jpg,아우디,수입,"5,939~7,660만원",9.7~14.6km/ℓ,"가솔린,디젤",중형,세단,세단40TFSI,단종,2018-11-23,2019-10-22,5명,210km/h,"1,984cc",I4터보,FF,4등급,"59390000, 76600000",59390000,76600000,1984,"9.7, 14.6",9.7,14.6
2018 폭스바겐 투아렉(3세대),http://file.carisyou.com/upload/2018/03/26/FILE_201803260247505430.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3203.jpg,폭스바겐,수입,-만원,-,디젤,중형,SUV,3.0TDI,미정,,,5명,-km/h,"2,967cc",V6TDI,4WD,-등급,-,9999999999,9999999999,2967,-,0.0,0.0
2018 볼보 XC90(2세대),http://file.carisyou.com/upload/2018/03/26/FILE_201803260423526450.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3204.jpg,볼보,수입,"8,030~1억3,780만원",8.8~10.9km/ℓ,"가솔린,가솔린/하이브리드,디젤",준대형,SUV,D5AWD모멘텀7인승,단종,2018-03-28,2018-06-30,7명,220km/h,"1,969cc",4기통터보,4WD,4등급,"80300000, 137800000",80300000,137800000,1969,"8.8, 10.9",8.8,10.9
2019 페라리 488 피스타,http://file.carisyou.com/upload/2018/03/27/FILE_201803271101403690.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3205.jpg,페라리,수입,"3억9,800만원",6.7km/ℓ,가솔린,중형,쿠페,3.9,단종,2019-02-01,2019-07-17,2명,340km/h,"3,902cc",V8트윈터보,MR,5등급,398000000,398000000,398000000,3902,6.7,6.7,6.7
2018 재규어 F-페이스,http://file.carisyou.com/upload/2018/03/28/FILE_201803280354523780.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3206.jpg,재규어,수입,"6,920~1억340만원",8.5~12.8km/ℓ,"가솔린,디젤",중형,SUV,5.0V8SVR,미정,,,5명,283km/h,"5,000cc",V8Supercharger,4WD,-등급,"69200000, 103400000",69200000,103400000,5000,"8.5, 12.8",8.5,12.8
2018 인피니티 Q60(2세대),http://file.carisyou.com/upload/2018/03/28/FILE_201803280543054970.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3207.jpg,인피니티,수입,"6,970만원",9.6km/ℓ,가솔린,중형,쿠페,3.0t레드스포트400,단종,2018-04-05,2019-05-31,4명,0km/h,"2,997cc",V6트윈터보,FR,4등급,69700000,69700000,69700000,2997,9.6,9.6,9.6
2018 미니 미니 해치(3세대),http://file.carisyou.com/upload/2018/04/02/FILE_201804020417388380.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3208.jpg,미니,수입,"3,250~4,540만원",11.9~16.9km/ℓ,"가솔린,디젤",소형,해치백,쿠퍼,미정,,,4명,210km/h,"1,499cc",직렬3기통터보,FF,3등급,"32500000, 45400000",32500000,45400000,1499,"11.9, 16.9",11.9,16.9
2018 랜드로버 레인지로버(4세대),http://file.carisyou.com/upload/2018/04/06/FILE_201804060327494090.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3209.jpg,랜드로버,수입,"1억8,510~3억800만원",5.6~8.0km/ℓ,"가솔린,디젤",대형,SUV,SDV8보그SE,단종,2018-04-05,2018-11-30,5명,218km/h,"4,367cc",V8터보디젤,4WD,5등급,"185100000, 308000000",185100000,308000000,4367,"5.6, 8.0",5.6,8.0
2018 랜드로버 레인지로버 스포츠(2세대),http://file.carisyou.com/upload/2018/04/05/FILE_201804050702414510.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3210.jpg,랜드로버,수입,"1억3,170~1억8,800만원",6.1~10.7km/ℓ,"가솔린,디젤",중형,SUV,SDV6HSE,단종,2018-04-05,2018-11-30,5명,209km/h,"2,993cc",V6터보디젤,4WD,4등급,"131700000, 188000000",131700000,188000000,2993,"6.1, 10.7",6.1,10.7
2018 지프 체로키(5세대),http://file.carisyou.com/upload/2018/04/06/FILE_201804060345113190.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3211.jpg,지프,수입,"4,490~4,790만원",9.2km/ℓ,"가솔린,디젤",준중형,SUV,리미티드3.2AWD,미정,,,5명,-km/h,"3,240cc",3.2LPentastarV6,4WD,-등급,"44900000, 47900000",44900000,47900000,3240,9.2,9.2,9.2
2018 쉐보레 볼트,http://file.carisyou.com/upload/2018/09/19/FILE_201809191122101730.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3212.jpg,쉐보레,국산,"3,636만원",17.8km/ℓ,가솔린/하이브리드,준중형,해치백,1.5,단종,2018-04-09,2019-02-28,5명,0km/h,"1,490cc",직렬4기통,FF,1등급,36360000,36360000,36360000,1490,17.8,17.8,17.8
2018 제네시스 에센시아,http://file.carisyou.com/upload/2018/04/10/FILE_201804101138476810.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3213.jpg,제네시스,국산,-만원,-,전기,중형,쿠페,컨셉트,미정,,,4명,-km/h,-cc,전기모터,4WD,-등급,-,9999999999,9999999999,9999999999,-,0.0,0.0
2019 토요타 RAV4(5세대),http://file.carisyou.com/upload/2019/03/26/FILE_201903261015006040.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3214.jpg,토요타,수입,"3,540~4,627만원",11.4~15.9km/ℓ,"가솔린,가솔린/하이브리드",준중형,SUV,2WD,단종,2019-05-21,2020-09-22,5명,-km/h,"2,487cc",I4,FF,4등급,"35400000, 46270000",35400000,46270000,2487,"11.4, 15.9",11.4,15.9
2018 현대 뉴 투싼,http://file.carisyou.com/upload/2020/01/28/FILE_202001280138487120.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3215.jpg,현대,국산,"2,351~3,161만원",10.4~16.3km/ℓ,"가솔린,디젤",준중형,SUV,가솔린1.6T2WD모던,단종,2018-08-07,2019-10-09,5명,-km/h,"1,591cc",감마1.6터보GDi,FF,3등급,"23510000, 31610000",23510000,31610000,1591,"10.4, 16.3",10.4,16.3
2018 북기은상 CK 미니밴,http://file.carisyou.com/upload/2018/04/11/FILE_201804110218435300.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3216.jpg,북기은상,수입,"1,140만원",10.3km/ℓ,가솔린,소형,버스,1.3,시판,2017-12-22,,2명,-km/h,"1,342cc",직렬4기통,FR,4등급,11400000,11400000,11400000,1342,10.3,10.3,10.3
2018 북기은상 CK 미니트럭,http://file.carisyou.com/upload/2018/06/11/FILE_201806111150310220.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3217.jpg,북기은상,수입,"1,085만원",9.1km/ℓ,가솔린,준중형,픽업트럭,1.3,시판,2017-12-22,,2명,-km/h,"1,342cc",직렬4기통,FR,5등급,10850000,10850000,10850000,1342,9.1,9.1,9.1
2018 폭스바겐 제타(7세대),http://file.carisyou.com/upload/2018/04/13/FILE_201804130406415100.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3218.jpg,폭스바겐,수입,-만원,-,가솔린,준중형,세단,1.4TSI,미정,,,5명,-km/h,-cc,1.4TSI,FF,-등급,-,9999999999,9999999999,9999999999,-,0.0,0.0
2018 폭스바겐 티구안(2세대),http://file.carisyou.com/upload/2018/04/18/FILE_201804180113075480.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3219.jpg,폭스바겐,수입,"3,804~4,694만원",13.1~14.5km/ℓ,디젤,준중형,SUV,2.0TDI,단종,2018-05-16,2019-01-31,5명,202km/h,"1,968cc",I4Turbo,FF,2등급,"38040000, 46940000",38040000,46940000,1968,"13.1, 14.5",13.1,14.5
2018 폭스바겐 파사트(7세대),http://file.carisyou.com/upload/2018/08/02/FILE_201808020142237620.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3220.jpg,폭스바겐,수입,"3,613만원",12.1km/ℓ,가솔린,중형,세단,2.0TSI,단종,2018-08-10,2018-12-31,5명,190km/h,"1,984cc",직렬4기통터보,FF,3등급,36130000,36130000,36130000,1984,12.1,12.1,12.1
2019 토요타 아발론(5세대),http://file.carisyou.com/upload/2020/03/12/FILE_202003120207565300.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3221.jpg,토요타,수입,"4,740만원",16.6km/ℓ,가솔린/하이브리드,준대형,세단,하이브리드,단종,2018-11-06,2019-09-30,5명,-km/h,"2,487cc",I4,FF,1등급,47400000,47400000,47400000,2487,16.6,16.6,16.6
2018 르노삼성 클리오,http://file.carisyou.com/upload/2018/09/19/FILE_201809191050523430.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3222.jpg,르노삼성,국산,"1,954~2,278만원",17.7km/ℓ,디젤,소형,해치백,1.5dCi젠,단종,2018-05-14,2018-12-04,5명,-km/h,"1,461cc",1.5dCi,FF,1등급,"19540000, 22780000",19540000,22780000,1461,17.7,17.7,17.7
2018 BMW X5(3세대),http://file.carisyou.com/upload/2018/04/25/FILE_201804250344287310.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3223.jpg,BMW,수입,"1억60~1억1,080만원",9.4~10.5km/ℓ,"가솔린/하이브리드,디젤",중형,SUV,x드라이브30dM스포츠패키지,단종,2018-01-01,2018-11-16,5명,230km/h,"2,993cc",6기통터보,4WD,4등급,"100600000, 110800000",100600000,110800000,2993,"9.4, 10.5",9.4,10.5
2019 기아 뉴 쏘렌토(UM),http://file.carisyou.com/upload/2018/04/26/FILE_201804261012170730.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3224.jpg,기아,국산,"2,763~3,774만원",8.7~13.8km/ℓ,"가솔린,디젤",중형,SUV,2.0가솔린T-GDI2WD프레스티지,단종,2018-04-26,2019-01-27,5명,-km/h,"1,998cc",2.0T-GDI,FF,4등급,"27630000, 37740000",27630000,37740000,1998,"8.7, 13.8",8.7,13.8
2018 혼다 어코드(10세대),http://file.carisyou.com/upload/2018/04/27/FILE_201804271122123480.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3225.jpg,혼다,수입,"3,590~4,470만원",10.8~18.9km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,터보,단종,2018-05-10,2019-01-14,5명,-km/h,"1,498cc",4기통터보,FF,2등급,"35900000, 44700000",35900000,44700000,1498,"10.8, 18.9",10.8,18.9
2009 BMW X5(2세대),http://file.carisyou.com/newcar/color/3535_bmw_x52008_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3226.jpg,BMW,수입,"8,990~1억2,490만원",6.7~10.5km/ℓ,"가솔린,디젤",중형,SUV,x드라이브30d,단종,2009-01-01,2010-05-18,5명,210km/h,"2,993cc",직렬6기통,4WD,4등급,"89900000, 124900000",89900000,124900000,2993,"6.7, 10.5",6.7,10.5
2018 닛산 맥시마(8세대),http://file.carisyou.com/upload/2018/05/02/FILE_201805021021506490.PNG,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3227.jpg,닛산,수입,"4,430만원",9.9km/ℓ,가솔린,중형,세단,3.5플래티넘CVT,단종,2018-05-02,2019-09-16,5명,0km/h,"3,498cc",V6,FF,4등급,44300000,44300000,44300000,3498,9.9,9.9,9.9
2019 르노삼성 QM6,http://file.carisyou.com/upload/2018/09/19/FILE_201809191042039590.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3228.jpg,르노삼성,국산,"2,435~3,446만원",11.2~12.8km/ℓ,"가솔린,디젤",중형,SUV,2.0GDeSE2WDCVT,단종,2018-05-02,2019-06-16,5명,-km/h,"1,997cc",2.0GDe,FF,3등급,"24350000, 34460000",24350000,34460000,1997,"11.2, 12.8",11.2,12.8
2018 현대 엑센트(RB),http://file.carisyou.com/upload/2018/09/19/FILE_201809191017448580.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3229.jpg,현대,국산,"987~1,928만원",13.1~18.2km/ℓ,"가솔린,디젤",소형,세단,1.4VVT스타일,단종,2018-05-02,2019-07-12,5명,0km/h,"1,368cc",카파1.4VVT,FF,2등급,"9870000, 19280000",9870000,19280000,1368,"13.1, 18.2",13.1,18.2
2018 BMW 7시리즈(6세대),http://file.carisyou.com/upload/2018/05/08/FILE_201805080353169770.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3230.jpg,BMW,수입,"1억3,860~2억2,210만원",6.6~12.2km/ℓ,"가솔린,가솔린/하이브리드,디젤",대형,세단,730dx드라이브M스포츠패키지,단종,2018-01-01,2019-06-25,5명,250km/h,"2,993cc",직렬6기통터보,4WD,3등급,"138600000, 222100000",138600000,222100000,2993,"6.6, 12.2",6.6,12.2
2018 동풍소콘 K01,http://file.carisyou.com/upload/2018/05/10/FILE_201805100303138570.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3231.jpg,동풍소콘,수입,"1,110만원",10.1km/ℓ,가솔린,경형,트럭,1.2,시판,2018-05-10,,2명,-km/h,"1,240cc",DVVT,FR,4등급,11100000,11100000,11100000,1240,10.1,10.1,10.1
2018 동풍소콘 C31,http://file.carisyou.com/upload/2018/05/10/FILE_201805100441159910.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3232.jpg,동풍소콘,수입,"1,250만원",10.0km/ℓ,가솔린,경형,트럭,1.5,시판,2018-05-10,,2명,-km/h,"1,493cc",DVVT,FR,4등급,12500000,12500000,12500000,1493,10.0,10.0,10.0
2018 동풍소콘 C32,http://file.carisyou.com/upload/2018/05/10/FILE_201805100525252280.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3233.jpg,동풍소콘,수입,"1,350만원",10.0km/ℓ,가솔린,경형,트럭,1.5,시판,2018-05-10,,5명,-km/h,"1,493cc",DVVT,FR,4등급,13500000,13500000,13500000,1493,10.0,10.0,10.0
2018 동풍소콘 C35,http://file.carisyou.com/upload/2018/05/10/FILE_201805100604393290.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3234.jpg,동풍소콘,수입,"1,490~1,560만원",9.7km/ℓ,가솔린,소형,버스,1.52인승,시판,2018-05-10,,2명,-km/h,"1,493cc",DVVT,FR,4등급,"14900000, 15600000",14900000,15600000,1493,9.7,9.7,9.7
2019 롤스로이스 컬리넌,http://file.carisyou.com/upload/2018/05/11/FILE_201805111106074850.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3235.jpg,롤스로이스,수입,"4억6,900만원",5.6km/ℓ,가솔린,대형,SUV,V12,단종,2018-06-28,2019-09-30,5명,250km/h,"6,749cc",V12트윈터보,4WD,5등급,469000000,469000000,469000000,6749,5.6,5.6,5.6
2018 동풍소콘 글로리 580,http://file.carisyou.com/upload/2018/05/11/FILE_201805110254408630.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3236.jpg,동풍소콘,수입,-만원,-,"가솔린,가솔린/하이브리드",중형,SUV,1.5T럭셔리,미정,,,7명,-km/h,"1,498cc",I4Turbo,FF,-등급,-,9999999999,9999999999,1498,-,0.0,0.0
2009 BMW X6(1세대),http://file.carisyou.com/newcar/color/3432_bmw_x62008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3237.jpg,BMW,수입,"9,390~1억2,990만원",7.0~10.5km/ℓ,"가솔린,디젤",중형,SUV,x드라이브30d,단종,2008-06-25,2009-12-31,4명,210km/h,"2,993cc",직렬6기통,4WD,4등급,"93900000, 129900000",93900000,129900000,2993,"7.0, 10.5",7.0,10.5
2018 현대 뉴 쏘나타(LF),http://file.carisyou.com/newcar/color/5257_hyundai_newsonata2017_0.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3238.jpg,현대,국산,"1,800~2,220만원",,,,,,,,,,,,,,,"18000000, 22200000",18000000,22200000,9999999999,,0.0,0.0
2018 기아 뉴 K5 하이브리드(JF),http://file.carisyou.com/upload/2018/05/15/FILE_201805151052044130.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3239.jpg,기아,국산,"2,848~3,291만원",17.2~18.0km/ℓ,가솔린/하이브리드,중형,세단,프레스티지,단종,2018-05-15,2019-03-11,5명,0km/h,"1,999cc",2.0GDIHEV,FF,1등급,"28480000, 32910000",28480000,32910000,1999,"17.2, 18.0",17.2,18.0
2018 벤츠 스프린터,http://file.carisyou.com/upload/2018/05/15/FILE_201805150326124650.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3240.jpg,벤츠,수입,"8,987~1억6,940만원",-,디젤,준중형,버스,유로코치STD,단종,2018-05-15,2019-01-15,11명,-km/h,"2,987cc",6기통디젤트윈터보,FR,-등급,"89870000, 169400000",89870000,169400000,2987,-,0.0,0.0
2010 한국지엠 뉴 라보,http://file.carisyou.com/newcar/color/3514_gmdaewoo_newlabo2008_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3241.jpg,한국지엠,국산,673~939만원,12.3km/ℓ,엘피지,경형,트럭,일반형STD,단종,2009-06-29,2011-02-01,2명,0km/h,796cc,LPLi,FR,3등급,"6730000, 9390000",6730000,9390000,796,12.3,12.3,12.3
2019 쉐보레 뉴 스파크,http://file.carisyou.com/upload/2018/09/19/FILE_201809191117220440.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3242.jpg,쉐보레,국산,"977~1,487만원",15.0km/ℓ,가솔린,경형,해치백,승용밴베이직,단종,2018-06-05,2020-06-04,2명,-km/h,999cc,3기통,FF,2등급,"9770000, 14870000",9770000,14870000,999,15.0,15.0,15.0
2019 기아 스포티지 더 볼드,http://file.carisyou.com/upload/2018/07/31/FILE_201807311010477040.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3243.jpg,기아,국산,"2,120~3,244만원",10.5~16.3km/ℓ,"가솔린,디젤",준중형,SUV,누우2.0가솔린2WD럭셔리,단종,2018-07-24,2019-08-18,5명,0km/h,"1,999cc",누우2.0MPi,FF,4등급,"21200000, 32440000",21200000,32440000,1999,"10.5, 16.3",10.5,16.3
2019 기아 스팅어,http://file.carisyou.com/upload/2018/09/19/FILE_201809191012582050.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3244.jpg,기아,국산,"3,514~4,948만원",8.8~15.0km/ℓ,"가솔린,디젤",중형,세단,2.0터보프라임,단종,2018-05-24,2019-05-07,5명,0km/h,"1,998cc",2.0T-GDI,FR,4등급,"35140000, 49480000",35140000,49480000,1998,"8.8, 15.0",8.8,15.0
2018 지프 레니게이드,http://file.carisyou.com/upload/2018/05/24/FILE_201805240313456900.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3245.jpg,지프,수입,"3,390~4,340만원",10.0~11.6km/ℓ,"가솔린,디젤",소형,SUV,론지튜드2.4,단종,2018-05-24,2019-04-03,5명,0km/h,"2,360cc",I4MultiAir,FF,4등급,"33900000, 43400000",33900000,43400000,2360,"10.0, 11.6",10.0,11.6
2018 현대 뉴 i40,http://file.carisyou.com/upload/2018/06/01/FILE_201806011120512530.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3246.jpg,현대,국산,"2,502~2,825만원",10.4~11.3km/ℓ,가솔린,중형,세단,살룬2.0GDi스마트,단종,2018-06-01,2019-05-31,5명,0km/h,"1,999cc",2.0GDI,FF,4등급,"25020000, 28250000",25020000,28250000,1999,"10.4, 11.3",10.4,11.3
2018 BMW Z4 (3세대),http://file.carisyou.com/upload/2018/06/04/FILE_201806040134004870.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3247.jpg,BMW,수입,-만원,-,가솔린,소형,컨버터블,컨셉트,미정,,,-명,-km/h,-cc,-,FR,-등급,-,9999999999,9999999999,9999999999,-,0.0,0.0
2018 쌍용 뉴 스타일 코란도 C,http://file.carisyou.com/upload/2018/09/19/FILE_201809191052570790.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3248.jpg,쌍용,국산,"2,202~2,940만원",11.8~14.3km/ℓ,디젤,준중형,SUV,KX,단종,2018-06-01,2019-02-25,5명,0km/h,"2,157cc",e-XDi220LET,FF,2등급,"22020000, 29400000",22020000,29400000,2157,"11.8, 14.3",11.8,14.3
2018 시트로엥 그랜드 C4 피카소(2세대),http://file.carisyou.com/upload/2018/06/05/FILE_201806051058023460.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3249.jpg,시트로엥,수입,"4,087~4,939만원",12.9~14.2km/ℓ,디젤,준중형,RV,1.6블루HDi필,단종,2018-03-26,2018-09-30,7명,-km/h,"1,560cc",BlueHDi,FF,2등급,"40870000, 49390000",40870000,49390000,1560,"12.9, 14.2",12.9,14.2
2019 볼보 XC60(2세대),http://file.carisyou.com/upload/2018/06/05/FILE_201806050137485750.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/3250.jpg,볼보,수입,"6,260~8,320만원",9.4~12.9km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,D5AWD모멘텀,단종,2018-06-05,2019-11-17,5명,220km/h,"1,969cc",직렬4기통터보,4WD,3등급,"62600000, 83200000",62600000,83200000,1969,"9.4, 12.9",9.4,12.9
